tweet,sentiment
"Cool, breezy weather is good 4 outdoor work. Shoveled sand & dug up big bush weeds today. Now water meter can be read & mail delivered!",3
Boston weather is warm enough for @mention Coolatas again,2
Baking #pecanchocolatechipcookies with @mention. Rainy days and Mondays always get me... glad.,3
"Partly cloudy tonight, low 60 (16 C).  Sunny Monday, high near 79 (26 C).",2
"Delicious pesto turkey sandwich, hazelnut joe and chocolate chip cookie from the commons (frshmn area at vandy). Yum, and beautiful weather!",3
Enjoying this day. Started the day with a coffee in the sunshine with my love. May is going to be good!,3
Special Weather Statement issued May 12 at 7:48PM EDT expiring May 12 at 8:45PM EDT by NWS Pittsburgh... {link},2
77.5F (Feels: 77.5F) - Humidity: 99% - Wind: 10.7mph SE - Gust: 14.5mph - Pressure: 1008.6mb (+0.1)  #weather {link},2
me and my brother are washing our cars together and soaking up this beautiful sunshine :) #bondingtime #ilovehim,3
#WEATHER:  10:56 am: 65.0F. Feels F. 29.87% Humidity. 12.7MPH West Wind.,2
"Clear tonight, low 72 (22 C).  Sunny Monday, high near 90 (32 C).",2
#Thunderstorms with possible #tornadoes now approaching #Indianapolis and #Memphis.,2
"@mention it's sunny not too hot, but just right.  Nice day I would say. BigTimeMoms",3
RT @mention Severe Thunderstorm Warning until 05:15 PM CDT issued for Jewell & Smith Counties {link},2
"CHILDREN! If your parents ""treat"" you to the playground in this weather, they don't love you. #imtryingtogetsomeshuteye",1
"San Antonio, Texas Weather :: 97F FAIR from San Antonio, Texas Weather {link}",2
@ 4:00 PM-clear -  Lightning observed 80.5F Hum-44&#x25;  Wind-9.2 WSW Rain-0.00 #TinleyPark #weather,2
This cold weather that bull..I'm trying to rock this short set my mama just copped me #littlekidtweet,1
I hope the sunshine never ends!,3
"Current weather at 7:00 ,52.1 deg, 54 pct 11.0 mph, from the NNW",2
"Severe Thunderstorm Warning to 4:45 pm - Allegany [MD], Mineral [WV] - {link}",2
RT @mention I swear i hate this dam weather sometimes i wish i stayed in alaska,1
So hot and yet I must go back out. Stay safe on the roads today friends!,1
"With @mention safely dropped off, time to drive home in a thunderstorm.",2
#WEATHER:  6:51 pm : 69.0F. Feels F. 29.83% Humidity. 4.6MPH West Wind.,2
61 degrees my ASS. I'm freezin' my balls off out here.,1
Just touched down at JFK and the weather is excellent. Time to rock.,3
"Today is a perfect day... Sunny with a breeze.. Gonna make some beats, dinner with the fam, then gym with the homie",3
Found a clean crew neck sweater at my pop and it's cold ass hell outside,1
"Loving the cool weather in HRVA lately, humid today, but I will take it.",3
im freezing :((: {link},1
#WEATHER:  12:56 pm: 54.0F. Feels 52F. 29.84% Humidity. 6.9MPH North Wind.,2
@mention awww I should have bugged you before :( this place is beautiful indeed and a wonderful 76 degrees!,3
#WEATHER:  6:53 am : 72.0F. Feels F. 29.93% Humidity. 6.9MPH South Wind.,2
I think I'm getting sick this Columbus weather is crappy,1
"#TOP issues Severe Thunderstorm Warning for Clay, Cloud, Republic, Washington [KS] till 10:15 PM CDT {link} #ksstorms #kswx",2
"The weather is fantastic, the patio is open, and Corona, Corona Lights, and Margartias are on special for $3.50",3
This weather is not motivating me to go running. Not one bit. #stillinbed,1
Severe thunderstorm watch for southern half of Iowa until 1 a.m. -- spotter activation may become necessary in the coming hours. #iawx,2
"Severe T'Storm Warning until 5:30pm for west-central Jasper, central Newton counties in Indiana. Radar: {link}",2
"The weather is ABSOLUTELY GORGEOUS, PEOPLE!!! PLUS!!!, TWO GREAT BLUES PLAYERS (JIM & TIM) SITTING IN!!! (REALLY GOOD STUFF!!!)",3
Beautiful weather today!,3
"If you R like me, it's hard to break away @ work and go for a walk. But weather's nice so I vow to actually TAKE my break & use it to walk!",3
Awesome weather we've got today!,3
Where?!?!? RT @mention: I live where da mutha fuckin pools and da trees is.........Im loving this weather!!!,3
"Warm tonight across eastern NC. Overnight lows near 70. Summerlike weather continues on Thu. Inland, low to mid 90s, low to mid 80s coast.",2
"crappy 50 degree rainy day in cambridge and a messy car accident, but my good friend PBR told me ""it's all good""",1
Oh man this weather sucks.. Gonna go to work soon,1
this weather blows...,1
Storms Slowly Weakening:  Showers and thunderstorms continue to weaken as they move to the east. Wind gust... {link},2
this weather sucks...its mid May and all we are missing is the snow flurries!,1
RT @mention: Writing with @mention today. Glad for stormy weather and a good cup of coffee.,3
"RT @mention: Another GEM! Sunny & warm. Hi: 73. Still nice Fri, but temps struggle to 70 w/ more clouds & ocean breeze. A spot s ...",3
"Its a great cool n  windy day in las vegas today  . Temps in the 70s , Luvin it , cause in a few weeks it will be 100 degrees Plus .",3
It's 75 degrees and sticky in my office. #melting,1
Picked a great day to wear shorts. Kinda freezing. Thank god I have a sweatshirt.,1
This beautiful sunshine reminds us that summer will soon be here! Prep your skin w/ a Facial for only $44 - {link},3
#WEATHER: 9:53 pm A: 47.0F. Feels 43F. 29.83% Humidity. 8.1MPH Southeast Wind.,2
Damnnnnnnn - ; Its Finally 80 Degrees In Ohio,3
What a gorgeous rainy day. So #blessed to be #alive :),3
I don't trust this weather.  Sky is some shade of peach.,1
#WEATHER:  11:54 pm: 60.0F. Feels F. 30.05% Humidity. 0.0MPH North Wind.,2
@mention Yeah...Robin is finally coming back to the coast for a visit.....Can't wait for you to see how beautiful the weather has been,3
Awesome pic! RT@mention: 42 degrees in #Chicago. Sears Tower is mostly covered in fog. Good morning to you all :)  {link},2
"Hello New York! It's a beautiful day here too, brought the sunshine from Miami with me! Lol good day everyone!",3
"Severe Thunderstorm Warning for Cheyenne, Rawlins, Sherman, Thomas and Wallace County in KS until 10:30pmMDT/11:30pmCDT. #kswx",2
Yessir gotta love this GA weather... #winning out chea! ------&gt; RT @mention: Gonna be in the 90s in the A this weekend.....nice!,3
Yeah wonderful gorgeous sunshine!  Now where are my sunglasses? Hmm,3
Meeting with @mention CME Continuing Ed. Coordinator this afternoon! Very excited. Not to mention it's a nice sunny day.,3
"1934's extreme heat: The weather here at the farm has been decent the last week or so, a little windy for our li... {link}",3
"In South Lake Tahoe for the Amgen Tour of Cali. Forecast- cold, windy, and snowing!! Perfect biking weather :)",3
Good morning! Another spring day. I really like this warmer weather.,3
I wish it wasn't rainy and miserable outside tonight :(,1
"Good morning all! Woke up to a cold & rainy day, BUT I also woke up to momma making some lasagna so I'm currently #WINNING",1
Tornado Warning until 7:45 for Boone County - warning is for areas west of #ZionsvilleIN - Storm Warning still in effect until 7:30,2
Soooo cold outside...summer better return soon,1
Storm:  {link},2
"Cold & rainy today, being a big couch potato",2
"weather.com update:  Your 10-Day Forecast for Las Vegas, NV (89119) {link}",2
@mention it's too windy out anyway,1
#WEATHER:  1:56 am : 71.0F. Feels F. 29.86% Humidity. 3.5MPH Southeast Wind.,2
#WEATHER:  12:51 am: 60.0F. Feels 60F. 29.71% Humidity. 5.8MPH Southwest Wind.,2
@mention nah still down south enjoying the weather and what not,3
Fuck this weather,1
"Due to incliment weather, Parks have once again closed the fields for today - Thursday - 5/19. All practices and... {link}",2
RT @mention: SEVERE STORM WARNING SW lower MI. 5 MILES NORTH OF WAYLAND TO 11 MILES SW OF BATTLE CREEK..AND MOVING EAST AT 30 MPH ht ...,2
ugly weather makes me so tirrrrrred :(,1
Lovely weather once again. Good night and happy dreaming!,3
"Morning! Its Saturday, its sunny and I'm going to Birmingham later to see Avenue Q.. sweary puppets in the theatre. :/ supposed to be good!",3
RT @mention: On the rooftop @mention with @mention & @mention-the weather is perfect & they have mango margaritas!,3
"The commute started off a little chilly this morning, but it has turned out to be a beautiful day to ride a bicycle.  ^md",3
"Bliss reBAR is constantly evolving just for you. Come see some of the new changes this weekend, with perfect weather to boot! TONIGHT'S...",3
"New event. Severe Thunderstorm Warning from 5/22/2011 7:29 PM to 8:00 PM EDT for Vinton County,... Read more at {link}",2
It's nice and sunny outside:) #loveit,3
"Gardner WX 05/08/11 05:00 AM | 62F, 76&#x25; Humidity, Feels Like 62F | Alerts: NO CURRENT ADVISORIES | {link}",2
Turning out to be a nice day weather wise!,3
#weather ruining my vibe. The flooding here was loco...n it hardly rained,1
#WEATHER:  11:53 pm: 70.0F. Feels F. 29.78% Humidity. 0.0MPH North Wind.,2
Wishing everyone a great week; enjoy the beautiful weather!,3
"Today is a good day! Sunny, workin, maybe bbq! I don't kno!",3
@mention thunderstorms. And I have lots of outdoor activity planned.,1
"Impossible to verbalize how perfect SanDiego is today, but I'll try: 72 degrees. Sunny. Palm trees waving gently in the ocean breeze. #glory",3
80 degrees wirh a breeze at the beach. #perfect,3
#WEATHER:  8:47 pm : 61.0F. Feels F. 29.92% Humidity. 0.0MPH North Wind.,2
"RT @mention: Lmfao!! RT @mention: Beautiful day in ATL, perfect weather to take a nigga hoe",3
In nevada love the weather(:,3
"Want to shower, but its so chilly. What madness is this.",1
Had a picnic in Fairmount Park with the wife for dinner tonight. I'm glad the warm weather is back!,3
"Back to work, jazz on Pandora and tea in hand. Enjoying my day as much as possible, hoping the sunshine peeks through again.",3
#weather Forecast for Tonight {link},2
"Greensburg PA:Chilly clear, 45.5&#xB0;F, 59&#x25;, 0.0 mph-NW, 29.964 inches(Rising), Rain 0.000 in. [NO CURRENT ADVISORIES]",2
Ahwatukee YMCA Fans... How are you liking this weather??,2
Been celebrating the glorious weather this week with @mention 's Yeti cold press. Yum-mo!,3
"Now THIS is how the weather should stay, feels soo good",3
"Oh look, whaddya know. #rain. GO AWAYYYYYY RAIN! No one likes you.",1
@mention Wish I was there! Looks like a nice sunny day to visit the falls.,3
{link} rainy window...i love ths for some reaso. #rain,3
Im likin the beautiful weather :) no plans for today,3
@mention Kat! Dont want to make you jealous but its definitely seventies and sunny - hope youre doing well!,3
Weather looks good out..time to bring the shorts out,3
Awesome weather today finally! #ThanksGod,3
...FLASH FLOOD WATCH IN EFFECT FROM 2 PM EDT THIS AFTERNOON THROUGH THIS EVENING... THE NATIONAL WEATHER SERVICE IN PIT {link},2
"21:19|Temp 80.4 F|Hum: 60.0 %|Pres 29.66 ""|24Hr Rain 0.00 "" |Winds SSE 0.0 MPH|Windchill: 82.8 F #BloNoWeather",2
"@mention What a great Day! Weather =&gt; Perfect, Hike = Perfect! Violet is feeling better = Perfect! Violet on Cam = Freakin' Perfect! &lt;3",3
Tonight - Mostly cloudy. Scattered snow showers in the evening... then numerous snow showers after midnight. Snow...  {link},2
Enjoy ur lunch! RT @mention: Lunch with @mention at @mention Sitting outside as the weather is simply BEAUTIFUL!!!,3
RT @mention: SEVERE STORM WARNING N. Lower MI.  15 MILES NORTH OF ALPENA...AND MOVING NORTH AT 20 MPH. {link} #weath ...,2
Ridiculously hot outside,1
"@mention had a awesome day, and the weather is perfect has always.  @mention is a nice guy I like him.",3
It feel good outside wish i was enjoying the weather with Him...,3
#WEATHER:  10:53 am: 50.0F. Feels F. 29.75% Humidity. 0.0MPH North Wind.,2
I look at this sign and it say it is 101 degrees outside Omg,1
Me 2 RT @mention: Wish it wasn't chilly outside...I would def go sit outside,1
The #sun is shining! End your week with wonderful #cocktails on the 28 Degrees patio!,3
#WEATHER:  2:56 am : 51.0F. Feels 49F. 30.04% Humidity. 5.8MPH Southwest Wind.,2
"Cold, cloudy, windy now #Norman #Oklahoma but should be perfect weather during afternoon & evening + tomorrow.",2
#WEATHER:  5:56 am : 65.0F. Feels F. 29.94% Humidity. 3.5MPH Southeast Wind.,2
"A ""storm"" has destroyed 2nite 30 homes injuries are reported.Dover, Tenn.Stewart Co EMA confirms..Fire station/Post office also destroyed...",2
Severe Thunderstorm Watch for portions of the area in KS until 10:00pm CDT. #kswx,2
"The rain is gone, the weather is beautiful, get your little one out of the house and come visit us at Sugarbear's today!!!! :)",3
Sunny day today. Windows down with The Summer Set on! Sets the mood just right,3
Last gorgeous day of 10 day stay in sunny Pompano. Literally coming back on fire from heat. Charred! {link},3
"@mention I'd actually prefer to get a little more spring-ish weather like this, but took me by surprise",3
first warm and sunny day since i've been back in the 413...lets go!,3
@mention I can't remember the last time it wasn't really windy :(,1
On Camera: 'Monster' Missouri Tornado: Storm chasers catch a glimpse of a huge tornado that ravaged the town of... {link},2
@mention screw this weather it's so confused lol,1
#WEATHER:  3:52 pm : 83.0F. Feels F. 29.63% Humidity. 0.0MPH North Wind.,2
Lovely weather. {link}/,3
RT @mention: wasn't prepared for this cold weather,1
keeping an eye on the weather for compounce on friday...fingers crossed i'm not sick for that trip too!,2
great weather for a run!,3
How many of you are ready for this weather to just go away?  Smiley's will soon become Frowny's if the sun doesn't come out soon..,1
@mention: Live music at Notaviva from 4pm-7pm with local favorites Marty Fair and the Spruce Brothers!  Perfect weather!,3
homework in the 20c sunshine..I can handle this :),3
Go Giants! Had a great 1st mother's day at the ballpark. Very happy the weather was much nicer than forecast.,3
Severe Thunderstorm Warning for Marquette County until 3:00pm. This is a ReadyWisconsin Alert,2
Its freezing!,1
I hate South Dakota weather. #thisaintsummer,1
just looked at the weather map & the rain storm might go around #garnerstatepark & not hit us! #crossingmyfingers,3
Great sunny weekend in Pittsburgh! Now its back to work on our business attendee party @mention June 16th! Don't miss it!,3
Hot as hell out here....,1
It's so hot I can feel the heat through the window and I haven't even been out there #Can'ttakeit,1
"Hm.. Day off, beautiful weather, headed to the game. It doesn't get any better. There's your dose of posicore for today.",3
The weather has made me miserable beyond belief today. I can handle shitty days but does it really have to be this fuckin STICKY out?! =|,1
